Country,Country_code,Year,Electricity,Net_income_per_cap,Children_out_school,GDP,GDP_per_cap,Fem_parliam,Renew_output,Renew_consum,Undernour,Poverty,2_G,3_G,Water,Unemp_male,Unemp_fem,Continent,Gini,Income_class,Internet,Life_exp,Population,Rural_pop,Urban_pop,Region
Colombia,COL,2011,96.6936,4.500274294,2.683890104,3.34944E+11,7335.166934,12.12121212,83.46528973,28.90640068,12.1,6.3,,,95,7.9,13.1,South_America,53.5,Upper-middle_income,40.35091575,75.655,45662747,21.665,78.335,Latin_America_and_Caribbean
Colombia,COL,2012,97.032176,4.992952849,4.756149769,3.70921E+11,8050.255372,12.12121212,79.5501941,28.90360069,10.1,6.2,100,100,95,7.6,12.7,South_America,52.6,Upper-middle_income,48.98,75.882,46075721,21.299,78.701,Latin_America_and_Caribbean
Colombia,COL,2013,97.779418,5.362023043,,3.82116E+11,8218.347844,12.12121212,73.99867546,32.29169846,8.1,5.6,100,100,96,7.1,11.7,South_America,52.6,Upper-middle_income,51.7,76.105,46495492,20.939,79.061,Latin_America_and_Caribbean
Colombia,COL,2014,97.790938,4.453265013,,3.81112E+11,8114.343921,19.87951807,74.03831068,32.3832016,7.1,5,100,100,96,6.7,11,South_America,52.6,Upper-middle_income,52.57,76.322,46967706,20.585,79.415,Latin_America_and_Caribbean
Colombia,COL,2015,98.186898,2.924692022,3.618760109,2.93482E+11,6175.87603,19.87951807,68.23681122,31.59950066,6.5,4.6,100,100,96,6.4,10.8,South_America,51,Upper-middle_income,55.90497251,76.531,47520667,20.236,79.764,Latin_America_and_Caribbean
Colombia,COL,2016,98.4,1.066514404,4.57531023,2.82825E+11,5870.777957,19.87951807,,30.73579979,6.8,4.5,100,100,97,6.8,11.2,South_America,50.6,Upper-middle_income,58.13649357,76.732,48175048,19.892,80.108,Latin_America_and_Caribbean
Colombia,COL,2017,98.5,-0.360543355,2.654040098,3.11884E+11,6376.706716,18.6746988,,32.52899933,7.1,4,100,100,97,6.9,11.5,South_America,49.7,Upper-middle_income,62.25988032,76.925,48909844,19.554,80.446,Latin_America_and_Caribbean
Colombia,COL,2018,98.5,0.299184804,2.282979965,3.34198E+11,6729.583332,18.12865497,,30.71820068,7.9,4.2,100,100,97,7.1,11.8,South_America,50.4,Upper-middle_income,64.12637682,77.109,49661056,19.222,80.778,Latin_America_and_Caribbean
Comoros,COM,2000,39.74314117,8.788810284,32.5052681,351136568.4,647.4258118,,0,48.95610046,,,,,,,,Africa,,Low_income,,,,71.92,,Sub-Saharan_Africa
Comoros,COM,2001,42.05736542,0.332015942,,378512003.4,680.9055728,,0,48.68500137,,,,,,,,Africa,,Low_income,0.443068373,59.529,555895,71.964,28.036,Sub-Saharan_Africa
Comoros,COM,2002,44.8,-0.555985542,,425964697.4,747.9888625,,0,49.81769943,,,,,,,,Africa,,Low_income,0.554869675,59.617,569480,72.008,27.992,Sub-Saharan_Africa
Comoros,COM,2003,46.65977859,-0.646732123,,546885185,937.7108963,,0,43.29650116,,,,,,,,Africa,,Low_income,0.84818937,59.738,583213,72.053,27.947,Sub-Saharan_Africa
Comoros,COM,2004,48.94561005,-0.129625142,,633706149.3,1061.075548,3.03030303,0,42.55950165,,15,,,88,4.4,4.9,Africa,55.9,Low_income,1.327327178,59.904,597230,72.097,27.903,Sub-Saharan_Africa
Comoros,COM,2005,51.21978378,0.858045592,,653845122.9,1069.029426,3.03030303,0,45.15209961,,,,,,,,Africa,,Low_income,2,60.126,611625,72.125,27.875,Sub-Saharan_Africa
Comoros,COM,2006,53.48482132,0.297936204,,698431827.7,1114.945281,3.03030303,0,41.6352005,,,40,,,,,Africa,,Low_income,2.2,60.407,626427,72.137,27.863,Sub-Saharan_Africa
Comoros,COM,2007,55.7468071,-1.896890514,20.82587051,795673128.5,1240.092528,3.03030303,0,55.80250168,,,,,,,,Africa,,Low_income,2.5,60.734,641624,72.133,27.867,Sub-Saharan_Africa
Comoros,COM,2008,58.01197815,-0.731035109,,915659192.8,1393.216032,3.03030303,0,54.80929947,,,,,,,,Africa,,Low_income,3,61.094,657227,72.114,27.886,Sub-Saharan_Africa
Comoros,COM,2009,60.2865715,3.247424216,,905341090.6,1344.730406,0,0,49.07500076,,,,,,,,Africa,,Low_income,3.5,61.475,673251,72.079,27.921,Sub-Saharan_Africa
Comoros,COM,2010,70.18231201,-2.732723395,,907978731.7,1316.491225,3.03030303,0,46.61800003,,,,,,,,Africa,,Low_income,5.1,61.862,689696,72.027,27.973,Sub-Saharan_Africa
Comoros,COM,2011,69.60940552,1.440519146,,1023086273,1447.94527,3.03030303,0,50.17340088,,,,,,,,Africa,,Low_income,5.5,62.24,706578,71.96,28.04,Sub-Saharan_Africa
Comoros,COM,2012,69.3,1.284566081,,1015843491,1403.360421,3.03030303,0,67.64299774,,,,,,,,Africa,,Low_income,5.975296308,62.595,723865,71.877,28.123,Sub-Saharan_Africa
Comoros,COM,2013,69.59020996,2.586525879,12.07855034,1116224107,1505.33722,3.03030303,0,62.32630157,,,,,,,,Africa,,Low_income,6.5,62.922,741511,71.777,28.223,Sub-Saharan_Africa
Comoros,COM,2014,71.97298431,0.964859848,13.38117981,1149587660,1513.83039,3.03030303,0,65.83049774,,19.1,,,80,6.7,10.4,Africa,45.3,Low_income,6.98,63.214,759390,71.662,28.338,Sub-Saharan_Africa
Comoros,COM,2015,74.37182617,4.288381492,,966029599.8,1242.585682,3.03030303,0,64.16560364,,,,72.96,,,,Africa,,Low_income,7.459161386,63.471,777435,71.53,28.47,Sub-Saharan_Africa
Comoros,COM,2016,76.78272247,1.652994908,,1012835493,1273.05092,3.03030303,,60.49959946,,,,76.8,,,,Africa,,Low_income,7.938322771,63.7,795597,71.381,28.619,Sub-Saharan_Africa
Comoros,COM,2017,79.20166016,3.081701591,14.67772007,1077439756,1323.814958,6.060606061,,56.42440033,,,90.85,89.83,,,,Africa,,Low_income,8.478170295,63.912,813890,71.216,28.784,Sub-Saharan_Africa
Comoros,COM,2018,81.6246109,3.239597692,18.1545105,1178530634,1415.955164,6.060606061,,55.00590134,,,90.85,89.83,,,,Africa,,Low_income,,64.118,832322,71.035,28.965,Sub-Saharan_Africa
Cabo_Verde,CPV,2000,,,0.437709987,539227277.6,1259.353067,11.11111111,5.395437782,38.51959991,,,,,,,,Africa,,Lower-middle_income,,,,46.565,,Sub-Saharan_Africa
Cabo_Verde,CPV,2001,,,2.462199926,563024383.3,1292.226512,11.11111111,3.889191314,37.17639923,14.5,16.6,90,,,,,Africa,52.5,Lower-middle_income,2.685332713,69.099,435701,45.709,54.291,Sub-Saharan_Africa
Cabo_Verde,CPV,2002,58.6,,3.021270037,620974660.2,1401.891073,11.11111111,3.107329124,36.79270172,14.4,,,,,,,Africa,,Lower-middle_income,3.518757175,69.557,442955,44.854,55.146,Sub-Saharan_Africa
Cabo_Verde,CPV,2003,63.26335907,,3.305259943,813963830.2,1809.11003,11.11111111,2.689706987,34.08959961,13.1,,,,,,,Africa,,Lower-middle_income,4.324885391,69.932,449925,44.003,55.997,Sub-Saharan_Africa
Cabo_Verde,CPV,2004,65.22930145,,4.615260124,924318490.8,2024.266381,11.11111111,2.925253628,32.12599945,11.3,,86,,,,,Africa,,Lower-middle_income,5.31883207,70.219,456619,43.154,56.846,Sub-Saharan_Africa
Cabo_Verde,CPV,2005,67,,3.432940006,971977088.2,2099.148417,11.11111111,2.72083017,24.45129967,11,,85,,,,,Africa,,Lower-middle_income,6.074087107,70.424,463034,42.311,57.689,Sub-Saharan_Africa
Cabo_Verde,CPV,2006,69.12872314,,2.179389954,1107891063,2361.380101,15.27777778,2.953084068,22.58289909,11.4,,87,,,,,Africa,,Lower-middle_income,6.808911008,70.565,469171,41.471,58.529,Sub-Saharan_Africa
Cabo_Verde,CPV,2007,71.07081604,,2.609070063,1513933983,3186.779935,18.05555556,2.548881386,21.82920074,12.3,8.4,91,,,,,Africa,47.2,Lower-middle_income,8.28321982,70.676,475067,40.637,59.363,Sub-Saharan_Africa
Cabo_Verde,CPV,2008,73.01609802,3.655359391,3.251070023,1789333749,3721.219993,18.05555556,1.921199442,23.81110001,13.1,,96,,,,,Africa,,Lower-middle_income,14,70.786,480846,39.806,60.194,Sub-Saharan_Africa
Cabo_Verde,CPV,2009,74.97080231,0.013148385,4.245870113,1711817182,3517.430156,18.05555556,1.505702931,22.08359909,15,,,,,,,Africa,,Lower-middle_income,21,70.911,486667,38.984,61.016,Sub-Saharan_Africa
Cabo_Verde,CPV,2010,81.1,-3.035781445,5.240550041,1664310770,3378.323433,18.05555556,1.182578598,21.2208004,15.8,,,,83,,,Africa,,Lower-middle_income,30,71.062,492644,38.179,61.821,Sub-Saharan_Africa
Cabo_Verde,CPV,2011,79.46784973,2.539671421,6.530169964,1865915544,3740.374103,20.83333333,6.722666083,20.78039932,16.3,,96,50,,,,Africa,,Lower-middle_income,32,71.243,498858,37.678,62.322,Sub-Saharan_Africa
Cabo_Verde,CPV,2012,80.95207977,-1.002306794,6.191299915,1741809809,3447.4831,20.83333333,18.36674843,24.25970078,16,,96,80,,,,Africa,,Lower-middle_income,34.74,71.445,505241,37.179,62.821,Sub-Saharan_Africa
Cabo_Verde,CPV,2013,82.99486542,1.086867891,6.78591013,1850470042,3616.03557,20.83333333,20.55760334,25.94070053,16,,,,,,,Africa,,Lower-middle_income,37.5,71.661,511740,36.683,63.317,Sub-Saharan_Africa
Cabo_Verde,CPV,2014,85.05774689,-1.610219727,6.725649834,1859898513,3588.625584,20.83333333,17.29165138,26.11459923,16.4,,98.44,76.5,,,,Africa,,Lower-middle_income,40.26,71.886,518276,36.19,63.81,Sub-Saharan_Africa
Cabo_Verde,CPV,2015,87.13669586,2.015810133,6.61164999,1596800287,3043.031382,20.83333333,20.20849659,26.34900093,16.8,3.4,98.76,86.8,,,,Africa,42.4,Lower-middle_income,42.68301416,72.117,524740,35.7,64.3,Sub-Saharan_Africa
Cabo_Verde,CPV,2016,89.22769928,3.832710907,7.13973999,1662998678,3130.998753,23.61111111,,24.62459946,17,,98.76,87.6,,,,Africa,,Lower-middle_income,50.32281787,72.347,531140,35.216,64.784,Sub-Saharan_Africa
Cabo_Verde,CPV,2017,91.32674408,2.087610794,6.994689941,1769787215,3292.633503,23.61111111,,22.87639999,16.7,,99.34,91.07,87,11.8,12.8,Africa,,Lower-middle_income,57.16214635,72.57,537499,34.739,65.261,Sub-Saharan_Africa
Cabo_Verde,CPV,2018,93.42980957,4.741490541,6.44506979,1966983316,3617.347445,23.61111111,,22.99880028,16.2,,99.34,91.07,88,12.7,11.6,Africa,,Lower-middle_income,59.5,72.782,543764,34.268,65.732,Sub-Saharan_Africa
Costa_Rica,CRI,2000,96.94,-1.285480189,,15013629665,3789.053888,19.29824561,99.14727562,32.94649887,,6.7,,,94,4.3,6.7,North_America,47.4,Upper-middle_income,,,,40.948,,Latin_America_and_Caribbean
Costa_Rica,CRI,2001,98.24978,1.759996782,,15976174337,3960.307703,19.29824561,98.51742031,32.10760117,4.7,4.9,,,95,5.1,7.4,North_America,51.5,Upper-middle_income,9.559482135,77.601,4034074,39.59,60.41,Latin_America_and_Caribbean
Costa_Rica,CRI,2002,98.509188,0.933911502,,16578820687,4042.705686,35.0877193,98.37873754,32.53820038,5,4.6,,,95,5.6,7.8,North_America,51.8,Upper-middle_income,19.89485113,77.74,4100922,38.247,61.753,Latin_America_and_Caribbean
Costa_Rica,CRI,2003,98.695902,2.963414241,,17271760507,4147.824369,35.0877193,97.89346572,33.30450058,5.2,4.6,,,96,5.8,8,North_America,49.3,Upper-middle_income,20.33361481,77.871,4164053,36.92,63.08,Latin_America_and_Caribbean
Costa_Rica,CRI,2004,98.954779,2.062538393,,18610594846,4404.711884,35.0877193,99.1965916,39.15840149,5,4.4,,,96,5.4,8.3,North_America,48.3,Upper-middle_income,20.79230671,77.996,4225156,35.612,64.388,Latin_America_and_Caribbean
Costa_Rica,CRI,2005,99.053051,1.74809743,,20040642477,4676.379366,35.0877193,96.71912833,41.72940063,4.4,3.2,86.38,,96,5,9.3,North_America,47.5,Upper-middle_income,22.07,78.117,4285504,34.328,65.672,Latin_America_and_Caribbean
Costa_Rica,CRI,2006,99.147523,3.873460702,,22715540324,5227.465952,38.59649123,93.87144993,42.39580154,3.9,3.2,87,,97,4.3,8.4,North_America,49.4,Upper-middle_income,25.1,78.239,4345421,33.065,66.935,Latin_America_and_Caribbean
Costa_Rica,CRI,2007,99.217998,6.124289607,,26884700345,6103.741917,36.84210526,92.02209945,41.1853981,3.8,1.8,60.44,,97,3.2,6.8,North_America,49.3,Upper-middle_income,28.4,78.362,4404626,31.826,68.174,Latin_America_and_Caribbean
Costa_Rica,CRI,2008,99.263937,2.777208677,,30801744881,6901.388306,36.84210526,92.85412708,40.69839859,3.9,2.3,69.16,,98,4.1,5.9,North_America,48.6,Upper-middle_income,32.29,78.491,4463123,30.61,69.39,Latin_America_and_Caribbean
Costa_Rica,CRI,2009,99.409804,3.219155428,,30745712007,6801.036735,36.84210526,95.15574651,40.71640015,4,2.4,69.5,44.85,98,6.6,9.6,North_America,50.6,Upper-middle_income,34.33,78.626,4520739,29.425,70.575,Latin_America_and_Caribbean
Costa_Rica,CRI,2010,98.995734,2.310511538,,37658614803,8227.127494,38.59649123,93.31107169,40.38560104,3.8,1.6,,,98,6,9.1,North_America,48.2,Upper-middle_income,36.5,78.769,4577371,28.264,71.736,Latin_America_and_Caribbean
Costa_Rica,CRI,2011,99.232348,1.747337774,0.038029999,42762617082,9229.834517,38.59649123,91.22253865,38.01760101,3.8,1.7,,,98,8.6,12.8,North_America,48.7,Upper-middle_income,39.212196,78.919,4633086,27.132,72.868,Latin_America_and_Caribbean
Costa_Rica,CRI,2012,99.503298,5.218831067,0.057080001,47231651865,10075.00462,38.59649123,91.84195007,38.06480026,3.8,1.7,,43.03,99,8.6,11.6,North_America,48.6,Upper-middle_income,47.5,79.074,4688003,26.054,73.946,Latin_America_and_Caribbean
Costa_Rica,CRI,2013,99.563517,1.032638184,0.48616001,50949672206,10744.09102,38.59649123,88.31460674,37.79970169,4.1,1.6,,57.14,99,7.7,10.4,North_America,49.3,Upper-middle_income,45.96,79.234,4742111,25.03,74.97,Latin_America_and_Caribbean
Costa_Rica,CRI,2014,99.359291,2.552480898,2.343389988,52016408951,10847.16967,33.33333333,89.79152393,37.61650085,4.3,1.5,,,99,7.7,11.3,North_America,48.6,Upper-middle_income,53,79.398,4795390,24.059,75.941,Latin_America_and_Caribbean
Costa_Rica,CRI,2015,99.409804,4.392694449,1.881819963,56441917653,11642.77805,33.33333333,99.00110988,38.32630157,4.1,1.5,93.4,93.4,99,7.6,11.2,North_America,48.4,Upper-middle_income,59.76295014,79.565,4847805,23.138,76.862,Latin_America_and_Caribbean
Costa_Rica,CRI,2016,99.5,3.957037862,1.453870058,58847016045,12011.22275,33.33333333,,36.80580139,3.6,1.3,97.1,97.1,100,7.2,10.9,North_America,48.7,Upper-middle_income,65.88044919,79.738,4899336,22.265,77.735,Latin_America_and_Caribbean
Costa_Rica,CRI,2017,99.6,1.447238427,3.248369932,60516043590,12225.57449,35.0877193,,36.20420074,3.1,1.1,97.3,97.3,100,6.8,10.3,North_America,48.3,Upper-middle_income,71.58166462,79.914,4949955,21.44,78.56,Latin_America_and_Caribbean
Costa_Rica,CRI,2018,99.7,1.156307102,0.119230002,62335931464,12468.57529,45.61403509,,35.70479965,3,1.5,97.31,97.31,100,8,12.2,North_America,48,Upper-middle_income,73.47972844,80.095,4999443,20.66,79.34,Latin_America_and_Caribbean
Cuba,CUB,2000,97,2.397745745,0.437130004,30565400000,2747.100303,27.62063228,6.872006386,34.43479919,,,41,,93,3.8,8.3,North_America,,Lower-middle_income,,,,24.677,,Latin_America_and_Caribbean
Cuba,CUB,2001,96.21989441,3.605385783,0.427410007,31682400000,2837.73573,27.62063228,6.569056801,34.05469894,,,50,,93,3.1,5.8,North_America,,Lower-middle_income,1.079751722,76.905,11164676,24.445,75.555,Latin_America_and_Caribbean
Cuba,CUB,2002,95.5,2.092089413,0.174150005,33590500000,2999.241763,27.62063228,6.656474935,34.81499863,,,50,,93,2.6,4.6,North_America,,Lower-middle_income,3.770585038,77.105,11199664,24.215,75.785,Latin_America_and_Caribbean
Cuba,CUB,2003,96.55662537,5.600771997,1.46705997,35901200000,3197.133185,35.96059113,5.363693865,33.57569885,,,50,,93,1.7,3.4,North_America,,Lower-middle_income,5.241269054,77.303,11229185,24.053,75.947,Latin_America_and_Caribbean
Cuba,CUB,2004,96.70960999,5.407187189,1.851789951,38203000000,3395.710843,35.96059113,5.609568888,33.77980042,,,61,,93,1.7,2.2,North_America,,Lower-middle_income,8.407984759,77.499,11250369,23.959,76.041,Latin_America_and_Caribbean
Cuba,CUB,2005,96.85093689,9.293161622,2.817889929,42643836100,3786.66345,35.96059113,3.180810846,26.32279968,,,71,,94,1.8,2.2,North_America,,Lower-middle_income,9.738062208,77.688,11261586,23.866,76.134,Latin_America_and_Caribbean
Cuba,CUB,2006,96.98313141,13.5438506,3.766609907,52742800000,4683.569067,35.96059113,3.036007044,21.97220039,,,71,,94,1.7,2.2,North_America,,Lower-middle_income,11.15960131,77.864,11261241,23.773,76.227,Latin_America_and_Caribbean
Cuba,CUB,2007,97.11227417,4.042264377,2.904289961,58603900000,5208.718388,35.96059113,3.046981389,18.59480095,,,77.15,,94,1.7,1.9,North_America,,Upper-middle_income,11.69,78.019,11251117,23.68,76.32,Latin_America_and_Caribbean
Cuba,CUB,2008,97.24460602,-2.262887305,2.990289927,60806300000,5411.269492,43.15960912,3.970812829,18.73159981,,,75.8,,94,1.4,2,North_America,,Upper-middle_income,12.94,78.15,11236975,23.587,76.413,Latin_America_and_Caribbean
Cuba,CUB,2009,97.38635254,3.748622519,1.459509969,62080000000,5529.669375,43.15960912,3.924664486,17.86090088,,,77.5,,95,1.5,2,North_America,,Upper-middle_income,14.33,78.256,11226711,23.495,76.505,Latin_America_and_Caribbean
Cuba,CUB,2010,97.54376221,7.370790661,0.833700001,64328000000,5730.354264,43.15960912,3.241938265,14.60280037,,,78.02,,95,2.4,2.7,North_America,,Upper-middle_income,15.9,78.338,11225833,23.403,76.597,Latin_America_and_Caribbean
Cuba,CUB,2011,97.72306824,0.152998475,1.256850004,68990000000,6139.718783,45.221843,3.226351351,17.83289909,,,78.08,,95,3,3.5,North_America,,Upper-middle_income,16.0172908,78.4,11236671,23.311,76.689,Latin_America_and_Caribbean
Cuba,CUB,2012,97.92878723,4.924993914,2.003750086,73141000000,6497.314764,45.221843,3.711743,18.61090088,,,85.3,,95,3.4,3.6,North_America,,Upper-middle_income,21.2,78.446,11257112,23.219,76.781,Latin_America_and_Caribbean
Cuba,CUB,2013,98.15862274,2.663430394,2.015840054,77148000000,6837.71168,48.85620915,4.352142111,18.17029953,,,85.3,0,95,3.1,3.6,North_America,,Upper-middle_income,27.93,78.485,11282722,23.173,76.827,Latin_America_and_Caribbean
Cuba,CUB,2014,98.40854645,2.668041757,4.929890156,80656000000,7133.337679,48.85620915,4.017349995,22.42110062,,,85.3,0,96,2.4,3.1,North_America,,Upper-middle_income,29.07018437,78.521,11306909,23.139,76.861,Latin_America_and_Caribbean
Cuba,CUB,2015,98.67454529,5.074615026,5.915890217,87133000000,7694.014637,48.85620915,3.948146688,20.0916996,,,85.3,0,96,2.3,2.6,North_America,,Upper-middle_income,37.30509742,78.561,11324777,23.104,76.896,Latin_America_and_Caribbean
Cuba,CUB,2016,98.95259857,3.264970493,5.466259956,91370000000,8060.796598,48.85620915,,14.04780006,,,85.3,0,96,1.9,2.2,North_America,,Upper-middle_income,42.97867519,78.607,11335108,23.07,76.93,Latin_America_and_Caribbean
Cuba,CUB,2017,99.23869324,,4.31471014,96851000000,8541.213686,48.85620915,,18.95019913,,,85.3,47,96,1.7,1.6,North_America,,Upper-middle_income,57.14840432,78.662,11339255,23.023,76.977,Latin_America_and_Caribbean
Cuba,CUB,2018,99.52880096,,2.155580044,1.0005E+11,8824.194008,53.2231405,,20.85129929,,,85.3,67,97,1.6,1.8,North_America,,Upper-middle_income,62.67892362,78.726,11338146,22.963,77.037,Latin_America_and_Caribbean
Cyprus,CYP,2000,100,1.4714695,1.930029988,9985844486,14388.34806,7.142857143,0,3.097300053,,,99,,100,3.2,7.3,Europe,,High_income,,,,31.352,,Northern_Africa_and_Western_Asia
Cyprus,CYP,2001,100,6.705434644,2.045779943,10397897086,14821.44682,10.71428571,0,3.048099995,5.1,,99,,100,2.6,5.7,Europe,,High_income,18.81875904,78.139,960274,31.231,68.769,Northern_Africa_and_Western_Asia
Cyprus,CYP,2002,100,3.45334663,1.11097002,11420227885,16093.21461,10.71428571,0,3.177099943,5.7,,99.97,,100,2.6,4.2,Europe,,High_income,28.32,78.264,976968,31.306,68.694,Northern_Africa_and_Western_Asia
Cyprus,CYP,2003,100,4.95607863,0.802709997,14547325028,20252.23898,10.71428571,0,3.257800102,6.1,,99.98,,100,3.8,4.6,Europe,,High_income,30.09,78.385,993562,31.447,68.553,Northern_Africa_and_Western_Asia
Cyprus,CYP,2004,100,2.390024131,0.763199985,17320552500,23792.62136,16.07142857,0,3.309099913,6.9,0.1,99.98,,100,3.5,5.4,Europe,30.1,High_income,33.83,78.506,1010410,31.59,68.41,Northern_Africa_and_Western_Asia
Cyprus,CYP,2005,100,2.497725798,0.025140001,18433411267,24959.25917,16.07142857,0.022846699,3.365099907,7.6,0,99.98,,100,4.4,6.5,Europe,30.3,High_income,32.81,78.63,1027657,31.732,68.268,Northern_Africa_and_Western_Asia
Cyprus,CYP,2006,100,2.16692632,0.063089997,20072786351,26729.3234,14.28571429,0.021496131,3.516700029,7.5,0,99.98,,100,3.9,5.4,Europe,31.1,High_income,35.83,78.764,1045508,31.875,68.125,Northern_Africa_and_Western_Asia
Cyprus,CYP,2007,100,2.58534563,0.202099994,23968764030,31244.92622,14.28571429,0.061588996,4.356900215,6.9,0,99.98,,100,3.4,4.6,Europe,31.1,High_income,40.77,78.91,1063708,32.018,67.982,Northern_Africa_and_Western_Asia
Cyprus,CYP,2008,100,6.058588114,0.414790004,27844698989,35397.36368,14.28571429,0.295333727,5.49849987,6.4,0,99.98,,100,3.2,4.2,Europe,31.7,High_income,42.31,79.071,1081568,32.161,67.839,Northern_Africa_and_Western_Asia
Cyprus,CYP,2009,100,-3.246206948,0.372790009,25945391775,32109.24251,12.5,0.594439118,6.343800068,6.3,0.1,99.98,85,100,5.3,5.5,Europe,32.1,High_income,49.81,79.245,1098089,32.305,67.695,Northern_Africa_and_Western_Asia
Cyprus,CYP,2010,100,-2.493908566,0.03455,25732432719,31023.63833,12.5,1.371664788,6.580699921,6.2,0,99.98,85,100,6.1,6.4,Europe,31.5,High_income,52.99,79.43,1112617,32.449,67.551,Northern_Africa_and_Western_Asia
Cyprus,CYP,2011,100,1.864957359,0.153239995,27565469098,32396.38574,10.71428571,3.611280179,7.701000214,6.1,0,99.98,85.3,100,8.1,7.6,Europe,32.6,High_income,56.85989235,79.621,1124837,32.594,67.406,Northern_Africa_and_Western_Asia
Cyprus,CYP,2012,100,-8.730516344,1.310520053,24978513427,28912.15694,10.71428571,5.448378206,8.729599953,6.2,0,99.98,85.3,100,12.5,11.1,Europe,34.3,High_income,60.6898684,79.812,1135046,32.739,67.261,Northern_Africa_and_Western_Asia
Cyprus,CYP,2013,100,-7.976344056,1.795269966,23900872626,27729.1927,10.71428571,7.622377622,9.859800339,4.7,0.1,99.98,90,100,16.5,15.2,Europe,37,High_income,65.4548,79.999,1143866,32.863,67.137,Northern_Africa_and_Western_Asia
Cyprus,CYP,2014,100,-2.776206924,2.271239996,23156850007,27163.33297,12.5,7.287356322,9.626899719,2.8,0.1,99.98,90.01,100,17.1,15.1,Europe,35.6,High_income,69.33,80.178,1152297,32.969,67.031,Northern_Africa_and_Western_Asia
Cyprus,CYP,2015,100,8.254209214,1.399760008,19842404305,23408.33668,12.5,8.780057357,10.54349995,,0,99.98,90.01,100,15,14.8,Europe,34,High_income,71.71574092,80.35,1160987,33.054,66.946,Northern_Africa_and_Western_Asia
Cyprus,CYP,2016,100,3.930433542,1.73635006,20953442550,24605.92083,17.85714286,,10.40719986,,0,99.98,99.97,100,12.6,13.3,Europe,32.9,High_income,75.9002054,80.513,1170189,33.119,66.881,Northern_Africa_and_Western_Asia
Cyprus,CYP,2017,100,5.846240731,1.340399981,22729184365,26444.07438,17.85714286,,11.07619953,,0,99.98,99.97,100,10.9,11.3,Europe,31.4,High_income,80.74318897,80.672,1179685,33.164,66.836,Northern_Africa_and_Western_Asia
Cyprus,CYP,2018,100,3.288289252,0.575219989,25309818139,29089.47133,17.85714286,,12.14360046,,0,99.98,99.97,100,8,8.7,Europe,32.7,High_income,84.43358252,80.828,1189262,33.19,66.81,Northern_Africa_and_Western_Asia
Czech_Republic,CZE,2000,100,3.047780492,,61828166496,6029.038193,15,3.132586304,5.941599846,,,99,,,7.3,10.5,Europe,,Upper-middle_income,,,,26.012,,Europe_and_Northern_America
Czech_Republic,CZE,2001,100,4.250616521,,67808032980,6637.041657,15,3.471455128,6.287199974,,,99,,,6.7,9.6,Europe,,Upper-middle_income,14.69717212,75.17317073,10216605,26.123,73.877,Europe_and_Northern_America
Czech_Republic,CZE,2002,100,3.436124902,,82196001051,8060.868703,17,3.944996381,7.276000023,,0,99,,,5.8,8.6,Europe,26.6,Upper-middle_income,23.93,75.22195122,10196916,26.191,73.809,Europe_and_Northern_America
Czech_Republic,CZE,2003,100,4.129180381,,1.0009E+11,9818.568493,17,2.26888524,6.724299908,,,99,,,5.9,9.6,Europe,,Upper-middle_income,34.3,75.17073171,10193998,26.26,73.74,Europe_and_Northern_America
Czech_Republic,CZE,2004,100,4.124548764,,1.19814E+11,11749.85266,17,3.271273422,7.13409996,,0,99.6,,,7.1,9.7,Europe,27.5,Upper-middle_income,35.5,75.72195122,10197101,26.329,73.671,Europe_and_Northern_America
Czech_Republic,CZE,2005,100,6.044286186,,1.37143E+11,13430.6699,17,3.822728882,7.534900188,,0,99.6,,,6.5,9.8,Europe,26.9,Upper-middle_income,35.27,75.92439024,10211216,26.398,73.602,Europe_and_Northern_America
Czech_Republic,CZE,2006,100,3.149247793,,1.56264E+11,15261.79759,15.5,4.207808353,7.881299973,,0.1,99.7,,,5.8,8.9,Europe,26.7,High_income,47.93,76.52439024,10238905,26.467,73.533,Europe_and_Northern_America
Czech_Republic,CZE,2007,100,5.352854744,0.04501,1.90184E+11,18466.54793,15.5,3.88541999,8.322099686,,0.1,99.7,,,4.2,6.7,Europe,26,High_income,51.93,76.72439024,10298828,26.537,73.463,Europe_and_Northern_America
Czech_Republic,CZE,2008,100,0.539199313,0.652750015,2.36816E+11,22804.57768,15.5,4.47926046,8.993100166,,0,99.7,84,,3.5,5.6,Europe,26.3,High_income,62.97,76.97560976,10384603,26.606,73.394,Europe_and_Northern_America
Czech_Republic,CZE,2009,100,-6.261079588,0.057489999,2.07434E+11,19861.69743,15.5,5.70119561,10.2510004,,0,99.8,90.4,,5.9,7.7,Europe,26.2,High_income,64.43,77.07804878,10443936,26.676,73.324,Europe_and_Northern_America
Czech_Republic,CZE,2010,100,-0.256100215,0.00364,2.0907E+11,19960.06849,22,6.918135784,10.95219994,,0,99.8,90.4,,6.4,8.5,Europe,26.6,High_income,68.82,77.42439024,10474410,26.745,73.255,Europe_and_Northern_America
Czech_Republic,CZE,2011,100,-0.48722429,0.69265002,2.29563E+11,21871.26608,22,8.352539873,12.15719986,,0,99.6,87,,5.8,7.9,Europe,26.4,High_income,70.49,77.87317073,10496088,26.815,73.185,Europe_and_Northern_America
